iter	Accuracy	MultiClass
0	0.5005495604	1.078970152
1	0.5136890488	1.062212579
2	0.5201838529	1.048676174
3	0.5189848122	1.037924671
4	0.5198341327	1.028140091
5	0.5228816946	1.019594257
6	0.5226818545	1.011305235
7	0.5282274181	1.004328139
8	0.5292266187	0.9978992455
9	0.5321243006	0.9922751125
10	0.5362210232	0.9868565577
11	0.5388689049	0.9814174382
12	0.5420163869	0.9773093798
13	0.5451638689	0.9727855719
14	0.5467126299	0.9692012214
15	0.5486610711	0.9657336172
16	0.5496103118	0.9624482759
17	0.5526578737	0.9598248409
18	0.5542565947	0.956802981
19	0.5567046363	0.9541953945
20	0.5575039968	0.9511664918
21	0.5595523581	0.948335438
22	0.5614508393	0.9451677267
23	0.5659472422	0.94096595
24	0.5690447642	0.9373900122
25	0.5697941647	0.9351346675
26	0.5717426059	0.9318824574
27	0.5739408473	0.930304625
28	0.5771882494	0.9270091682
29	0.5814848122	0.9231568941
30	0.5832833733	0.9202327693
31	0.5870303757	0.9172871299
32	0.5886790568	0.9149790667
33	0.5899280576	0.9125021157
34	0.5910271783	0.9108059366
35	0.5920763389	0.9083086069
36	0.5947741807	0.9055936096
37	0.5960231815	0.903219929
38	0.5995203837	0.9008021448
39	0.6004196643	0.8988791931
40	0.6017186251	0.8969118716
41	0.6049160671	0.8938586774
42	0.6058653078	0.8923179
43	0.6066646683	0.8903887792
44	0.6080135891	0.8890214184
45	0.6090127898	0.887841184
46	0.6115107914	0.8855938116
47	0.6126598721	0.8840696051
48	0.6138589129	0.8819991279
49	0.6157573941	0.8802205215
50	0.6183553157	0.8779045525
51	0.6209032774	0.8765418396
52	0.6209032774	0.8751663994
53	0.6214528377	0.8728649637
54	0.6232513989	0.8710463887
55	0.6246502798	0.8693525698
56	0.6253996803	0.8672063597
57	0.6278477218	0.8647996751
58	0.6306454836	0.8624297501
59	0.6317945643	0.8603846066
60	0.6325439648	0.8593198848
61	0.6347422062	0.8566159244
62	0.6357913669	0.8555223805
63	0.6366906475	0.8539353287
64	0.6385391687	0.8515823796
65	0.6400379696	0.8500416498
66	0.6426858513	0.8473917877
67	0.6454836131	0.8454543873
68	0.6480815348	0.8436319151
69	0.6492306155	0.8426183577
70	0.6500799361	0.8408729632
71	0.6528776978	0.8385045109
72	0.6544264588	0.8366057758
73	0.6558253397	0.8349329802
74	0.6575739408	0.8336014245
75	0.6584232614	0.8320410852
76	0.660971223	0.8302906463
77	0.6613709033	0.8283365099
78	0.6636690647	0.8268376944
79	0.6644684253	0.8250399913
80	0.6664168665	0.8226393431
81	0.6676159073	0.8213509446
82	0.6691147082	0.8201549372
83	0.6708633094	0.8191158894
84	0.6728117506	0.8161588492
85	0.6742106315	0.8135981403
86	0.6758593125	0.8124199031
87	0.6762589928	0.8110120492
88	0.6776079137	0.8095585507
89	0.6804056755	0.8071254978
90	0.6815547562	0.8057053687
91	0.6823041567	0.8046633681
92	0.6841027178	0.8022317028
93	0.6845023981	0.7999998883
94	0.684452438	0.7987231445
95	0.6876498801	0.796246574
96	0.6885991207	0.7950663791
97	0.6904976019	0.7927945693
98	0.6929956035	0.7906867768
99	0.6946442846	0.7886666342
100	0.696942446	0.7871088466
101	0.6990407674	0.7851621103
102	0.6998900879	0.7836910372
103	0.7027877698	0.7818668539
104	0.7041366906	0.7790754916
105	0.704636291	0.7777106551
106	0.7067845723	0.7747952737
107	0.7079836131	0.7732494665
108	0.7098820943	0.7711306628
109	0.7111810552	0.7695346011
110	0.712529976	0.7675183869
111	0.7139788169	0.7658157025
112	0.714078737	0.7643259765
113	0.7152278177	0.7625339107
114	0.7173760991	0.7605258544
115	0.7182254197	0.7587985685
116	0.7185751399	0.7575650679
117	0.7204236611	0.7554414452
118	0.7231215028	0.7536974002
119	0.724970024	0.7520526133
120	0.7269184652	0.7500404426
121	0.7283173461	0.7488774986
122	0.7295163869	0.7472228235
123	0.7317645883	0.7445917241
124	0.7330135891	0.7432123208
125	0.7338129496	0.7418461144
126	0.7351119105	0.7401959606
127	0.7371602718	0.7384233915
128	0.7387589928	0.7362137387
129	0.7419064748	0.7333364546
130	0.743705036	0.7314810158
131	0.7440547562	0.7303608361
132	0.7448541167	0.7291105671
133	0.7464028777	0.7273904942
134	0.7467525979	0.7266596096
135	0.7478017586	0.7239548397
136	0.7490507594	0.7225938391
137	0.7524480416	0.7202180613
138	0.7537969624	0.7183917078
139	0.754646283	0.7164242276
140	0.7566446843	0.714673068
141	0.7574940048	0.7132951264
142	0.757843725	0.7122059552
143	0.7587430056	0.7111413323
144	0.7602418066	0.7097628871
145	0.7612410072	0.7088894143
146	0.7604916067	0.7076619922
147	0.7614408473	0.7065945468
148	0.7630395683	0.7045724962
149	0.7645883293	0.7032860411
150	0.7651378897	0.7022567467
151	0.7664868106	0.7006264067
152	0.7679356515	0.6989225491
153	0.7695843325	0.6973965952
154	0.7709332534	0.6960431274
155	0.7721322942	0.6947096237
156	0.7724320544	0.6933690777
157	0.7737310152	0.6919896126
158	0.7760291767	0.6899841704
159	0.7789268585	0.6872446508
160	0.7815247802	0.6844776021
161	0.7826239009	0.6830006571
162	0.7833233413	0.6815443138
163	0.7847222222	0.679116194
164	0.7860711431	0.6779724036
165	0.7867206235	0.6769472596
166	0.7874200639	0.6757286967
167	0.7879196643	0.6743888329
168	0.7895683453	0.6719021179
169	0.7901179057	0.6702988029
170	0.7915167866	0.6683209594
171	0.7932653877	0.6667717743
172	0.7945143885	0.6653720296
173	0.7956135092	0.664078621
174	0.7961630695	0.6630446363
175	0.7974120703	0.6609659873
176	0.7986111111	0.6593135561
177	0.7998101519	0.6581827969
178	0.8013589129	0.6568940344
179	0.8021582734	0.6551480527
180	0.803057554	0.6532349359
181	0.8040567546	0.6527094803
182	0.8051558753	0.6517058346
183	0.8065547562	0.6504847374
184	0.8070043965	0.6487145703
185	0.8083533173	0.6473117364
186	0.8088529177	0.6461497412
187	0.8114508393	0.6438811176
188	0.8120503597	0.6426226969
189	0.8130995204	0.6414036395
190	0.8152977618	0.6394550331
191	0.8160471623	0.6378567311
192	0.8163968825	0.6364197626
193	0.8176458833	0.6350899353
194	0.8192945643	0.6335814296
195	0.8200439648	0.6325513638
196	0.8209432454	0.6314997598
197	0.821842526	0.6302145038
198	0.8226418865	0.6288431104
199	0.8240407674	0.6274171374
200	0.8247402078	0.6260124549
201	0.8253397282	0.6253416838
202	0.8269384492	0.6236514291
203	0.8277877698	0.6222965351
204	0.8286370903	0.620567278
205	0.8291366906	0.6197458434
206	0.8302857714	0.6189559291
207	0.8314848122	0.6179440842
208	0.8319844125	0.6165806169
209	0.832883693	0.6154539839
210	0.8330835332	0.6150102062
211	0.8337829736	0.6133951032
212	0.8351818545	0.6122850426
213	0.8370803357	0.6105036605
214	0.8371802558	0.6096804823
215	0.8378796962	0.6085708449
216	0.8379796163	0.6076501177
217	0.8398281375	0.6058541083
218	0.8409272582	0.6044932286
219	0.8402278177	0.6033325674
220	0.8411770584	0.602213063
221	0.8423261391	0.6007106467
222	0.84367506	0.5994072297
223	0.8447741807	0.5978586792
224	0.845373701	0.5964293968
225	0.8463729017	0.5950255806
226	0.8471223022	0.5940493582
227	0.848421263	0.5921474655
228	0.8497701839	0.5909090426
229	0.8507693845	0.5897821463
230	0.8514188649	0.5884365385
231	0.8529676259	0.5867134025
232	0.853067546	0.5858498165
233	0.854616307	0.5845618591
234	0.8553157474	0.583299632
235	0.8553657074	0.5821992287
236	0.8570643485	0.5808676551
237	0.8577138289	0.5794668389
238	0.8583133493	0.5782112005
239	0.8596123102	0.5767670659
240	0.8606115108	0.5746709171
241	0.8621602718	0.5728070383
242	0.862460032	0.5717323491
243	0.8639588329	0.5707512497
244	0.8645083933	0.5691207819
245	0.8648581135	0.5684458241
246	0.8669064748	0.5666478459
247	0.867256195	0.5659461444
248	0.8677557954	0.5644533568
249	0.8692545963	0.5631966115
250	0.870253797	0.5616747678
251	0.8711530775	0.5605573149
252	0.8717026379	0.5595215137
253	0.871952438	0.5587547297
254	0.8724020783	0.5573419254
255	0.8725519584	0.5563558221
256	0.8735511591	0.5546914239
257	0.8744504396	0.5536751856
258	0.875	0.5527371282
259	0.8755495604	0.5512049287
260	0.876498801	0.5502532734
261	0.8763988809	0.5496103186
262	0.8772981615	0.5488010045
263	0.8777478018	0.5481417217
264	0.8788968825	0.5471758696
265	0.8798461231	0.5462229567
266	0.8804456435	0.544794577
267	0.8813948841	0.5432744487
268	0.8815947242	0.5418395676
269	0.8826938449	0.5406513798
270	0.884342526	0.5394604715
271	0.8846922462	0.5381489142
272	0.8849920064	0.5370458663
273	0.8867406075	0.5356405923
274	0.8871402878	0.5345269115
275	0.8883393285	0.533279407
276	0.8895383693	0.532172365
277	0.8901878497	0.5306881509
278	0.8907374101	0.5296442732
279	0.8911870504	0.5287743358
280	0.8923361311	0.5273926087
281	0.8933353317	0.5258897014
282	0.8928856914	0.525032574
283	0.8934852118	0.5239098437
284	0.8938349321	0.5228069892
285	0.8943345324	0.5220425692
286	0.8946842526	0.5207890012
287	0.8954836131	0.5195302479
288	0.8965327738	0.5180103724
289	0.896932454	0.5171050381
290	0.896832534	0.5162564892
291	0.8974320544	0.5152337091
292	0.8975319744	0.5144329298
293	0.8983313349	0.5135465409
294	0.8989308553	0.5124345682
295	0.8990807354	0.511870493
296	0.8995803357	0.5102238388
297	0.9006294964	0.5092964864
298	0.9011790568	0.5082588026
299	0.9012789768	0.5071149253
300	0.9020783373	0.5062992192
301	0.9028776978	0.5054371067
302	0.9039768185	0.5040605616
303	0.9050759392	0.5027093887
304	0.9056254996	0.5016392801
305	0.9063749001	0.5006911456
306	0.9065747402	0.4997027625
307	0.9068245404	0.4988882172
308	0.9073241407	0.4977456988
309	0.9080235811	0.4968919363
310	0.9082234213	0.4957584538
311	0.9085231815	0.4951606638
312	0.9095723421	0.4939585572
313	0.9101219025	0.4930048311
314	0.910921263	0.4916212162
315	0.9106714628	0.4909525622
316	0.9113709033	0.4901749833
317	0.912519984	0.4888731836
318	0.9135191847	0.4878490977
319	0.9129196643	0.4870513533
320	0.9146183054	0.4857602738
321	0.9146682654	0.4849184526
322	0.9150179856	0.4840318611
323	0.9149680256	0.4834244269
324	0.9152178257	0.4828616924
325	0.9160671463	0.4819176141
326	0.9168165468	0.4808916428
327	0.9170163869	0.4804463041
328	0.9182653877	0.4790149801
329	0.9184152678	0.477852095
330	0.9191646683	0.4766554244
331	0.9197142286	0.4757262049
332	0.9198641087	0.4749221663
333	0.9205135891	0.474227729
334	0.9207633893	0.4734631701
335	0.9211131095	0.4728117782
336	0.9211630695	0.4717387101
337	0.9222621902	0.4706153433
338	0.9229616307	0.4696077258
339	0.9237110312	0.4688171337
340	0.9238609113	0.4678009033
341	0.9241606715	0.4674767724
342	0.9244604317	0.466531413
343	0.9256594724	0.465410703
344	0.9262589928	0.4641358464
345	0.926608713	0.4633136652
346	0.9268585132	0.4623601431
347	0.9269084732	0.4615166531
348	0.9277078337	0.4601353977
349	0.9286071143	0.4594364901
350	0.9289568345	0.4585426687
351	0.9291566747	0.4575127672
352	0.9290567546	0.456823794
353	0.9299560352	0.4558960208
354	0.9304556355	0.454988384
355	0.9307553957	0.4541825553
356	0.9308553157	0.4531619979
357	0.9315047962	0.4520348969
358	0.9318045564	0.4515026385
359	0.9324040767	0.4507395166
360	0.9325539568	0.4496288414
361	0.9326039169	0.4492771644
362	0.9331035172	0.4483508009
363	0.9333533173	0.4475135952
364	0.9338029576	0.4467245854
365	0.9337529976	0.4456305773
366	0.934302558	0.4446266953
367	0.934352518	0.44358943
368	0.934452438	0.4426222972
369	0.9347521982	0.4418211429
370	0.9355015987	0.4407369518
371	0.9358013589	0.4400309619
372	0.935901279	0.4390489637
373	0.9364008793	0.4383304785
374	0.9367505995	0.4375913321
375	0.9368505196	0.4369674626
376	0.9369004796	0.4366482518
377	0.9375	0.436063989
378	0.9379496403	0.4350740491
379	0.9384492406	0.4343329028
380	0.9389488409	0.4336333118
381	0.9386490807	0.433012139
382	0.9388988809	0.4322196211
383	0.9393984812	0.4314121089
384	0.9397482014	0.4305068385
