iter	Passed	Remaining
0	21	437995
1	107	1076892
2	132	880484
3	155	776853
4	174	699288
5	195	653048
6	215	615999
7	236	589878
8	256	570002
9	278	556022
10	298	542269
11	319	531844
12	339	521595
13	359	513781
14	378	504867
15	400	499689
16	420	494432
17	441	490542
18	462	486390
19	484	484295
20	504	480065
21	525	476834
22	545	473587
23	567	472370
24	593	474109
25	615	473122
26	638	472058
27	660	471327
28	682	470006
29	702	467757
30	720	464434
31	739	461645
32	759	459389
33	778	457298
34	798	455556
35	817	453466
36	835	450934
37	854	448800
38	873	447242
39	892	445405
40	911	443752
41	930	442159
42	950	440989
43	968	439180
44	987	437880
45	1007	436872
46	1025	435474
47	1044	434225
48	1063	432860
49	1082	431986
50	1104	431963
51	1232	472866
52	1309	492690
53	1329	491082
54	1348	489058
55	1366	486697
56	1385	484655
57	1405	483279
58	1423	480992
59	1442	479243
60	1461	477577
61	1479	475890
62	1498	474287
63	1517	472733
64	1537	471439
65	1555	469852
66	1573	468149
67	1593	467037
68	1612	465871
69	1631	464466
70	1649	462858
71	1669	462016
72	1691	461740
73	1714	461679
74	1737	461570
75	1757	460848
76	1775	459489
77	1796	458851
78	1815	457815
79	1834	456913
80	1853	455766
81	1871	454651
82	1890	453697
83	1910	452897
84	1929	452116
85	1949	451332
86	1968	450576
87	1987	449693
88	2004	448522
89	2023	447692
90	2041	446648
91	2060	445920
92	2079	445027
93	2098	444379
94	2117	443593
95	2135	442796
96	2154	442083
97	2173	441307
98	2193	440971
99	2213	440486
100	2296	452393
101	2321	452882
102	2346	453220
103	2367	452910
104	2385	451917
105	2404	451326
106	2422	450356
107	2441	449659
108	2460	449002
109	2478	448205
110	2498	447602
111	2517	447074
112	2536	446345
113	2554	445608
114	2572	444863
115	2591	444225
116	2611	443728
117	2630	443161
118	2649	442640
119	2668	442035
120	2688	441645
121	2706	440953
122	2727	440796
123	2748	440532
124	2772	440902
125	2797	441220
126	2832	443307
127	2873	446079
128	2893	445733
129	2913	445346
130	2931	444632
131	2950	444066
132	2969	443608
133	2988	443052
134	3007	442538
135	3026	441987
136	3046	441658
137	3064	441073
138	3084	440668
139	3103	440234
140	3122	439851
141	3141	439261
142	3160	438849
143	3178	438298
144	3196	437762
145	3218	437654
146	3237	437186
147	3256	436768
148	3275	436346
149	3295	436090
150	3422	449872
151	3444	449746
152	3468	449884
153	3487	449446
154	3507	449082
155	3525	448443
156	3543	447882
157	3562	447334
158	3580	446816
159	3600	446492
160	3620	446084
161	3639	445721
162	3658	445196
163	3676	444643
164	3695	444186
165	3715	443922
166	3734	443483
167	3752	443029
168	3772	442701
169	3791	442290
170	3811	441966
171	3829	441517
172	3849	441140
173	3868	440834
174	3889	440595
175	3914	440929
176	3941	441408
177	3961	441203
178	3981	440855
179	4000	440509
180	4020	440184
181	4039	439866
182	4058	439472
183	4078	439189
184	4096	438782
185	4116	438523
186	4135	438134
187	4154	437785
188	4172	437381
189	4192	437122
190	4212	436858
191	4230	436425
192	4249	436148
193	4267	435720
194	4287	435420
195	4307	435231
196	4326	434909
197	4344	434532
198	4364	434232
199	4383	433976
200	4402	433612
201	4424	433622
202	4514	440279
203	4570	443506
204	4597	443974
205	4617	443664
206	4636	443329
207	4656	443053
208	4675	442728
209	4697	442693
210	4718	442497
211	4737	442236
212	4756	441862
213	4777	441675
214	4796	441373
215	4815	441021
216	4834	440743
217	4853	440437
218	4872	440077
219	4890	439730
220	4910	439506
221	4930	439234
222	4948	438888
223	4968	438640
224	4991	438721
225	5014	438715
226	5039	439010
227	5062	438991
228	5081	438759
229	5100	438413
230	5120	438191
231	5139	437962
232	5160	437777
233	5179	437486
234	5198	437195
235	5218	436987
236	5237	436736
237	5256	436442
238	5274	436099
239	5293	435832
240	5312	435525
241	5331	435303
242	5349	434949
243	5369	434715
244	5387	434406
245	5405	434054
246	5424	433807
247	5443	433555
248	5462	433288
249	5482	433129
250	5503	433041
251	5635	441608
252	5658	441654
253	5682	441764
254	5700	441360
255	5719	441151
256	5738	440813
257	5756	440516
258	5775	440191
259	5793	439876
260	5811	439509
261	5830	439282
262	5850	439058
263	5869	438754
264	5887	438435
265	5906	438178
266	5925	437919
267	5944	437706
268	5963	437424
269	5983	437213
270	6002	436984
271	6024	436920
272	6043	436696
273	6063	436502
274	6083	436349
275	6107	436454
276	6131	436589
277	6155	436664
278	6174	436457
279	6193	436212
280	6212	435936
281	6231	435736
282	6250	435489
283	6269	435236
284	6288	435007
285	6306	434707
286	6325	434485
287	6346	434392
288	6367	434296
289	6387	434097
290	6406	433871
291	6425	433694
292	6444	433471
293	6464	433270
294	6482	433010
295	6501	432776
296	6518	432470
297	6538	432276
