iter	Accuracy	MultiClass
0	0.4955035971	1.079476621
1	0.5060451639	1.063417488
2	0.5154876099	1.049634575
3	0.5191846523	1.0386591
4	0.518685052	1.030131034
5	0.5211330935	1.021106267
6	0.5244804157	1.014427399
7	0.5272781775	1.007387442
8	0.5301258993	1.001441966
9	0.5335731415	0.9953688927
10	0.5349720224	0.9910486656
11	0.5367206235	0.986844584
12	0.5373201439	0.9824964313
13	0.5384192646	0.9780366358
14	0.542116307	0.9741614056
15	0.5435151878	0.9711070039
16	0.543715028	0.9683274361
17	0.5460131894	0.9658696236
18	0.5483113509	0.9629953426
19	0.5493105516	0.9603153579
20	0.5506594724	0.9581480103
21	0.5509092726	0.9560854578
22	0.5526079137	0.9537259046
23	0.5544064748	0.951054933
24	0.5559052758	0.9484751032
25	0.5580535572	0.9466510223
26	0.5605515588	0.9446219375
27	0.5622002398	0.9422278433
28	0.5648980815	0.9392305113
29	0.5658473221	0.9362426492
30	0.5685451639	0.9341086772
31	0.5698940847	0.932223657
32	0.571942446	0.9289014986
33	0.5729416467	0.9267551766
34	0.5747901679	0.924670905
35	0.5775879297	0.9223613114
36	0.5785371703	0.9208881159
37	0.5790867306	0.9188623304
38	0.5791866507	0.9170472345
39	0.5825339728	0.9149191669
40	0.5830335731	0.9132526377
41	0.5840827338	0.9111129038
42	0.5853816946	0.9093102498
43	0.5881794564	0.9069273039
44	0.590677458	0.904730897
45	0.5935251799	0.9017193571
46	0.5949740208	0.8996701972
47	0.5959232614	0.8975253959
48	0.5978217426	0.8960452514
49	0.5992206235	0.8940756274
50	0.6009692246	0.8925994542
51	0.6030175859	0.8909690997
52	0.6052158273	0.889223739
53	0.6059152678	0.887681053
54	0.6076638689	0.8860921155
55	0.6094624301	0.8843842245
56	0.6107114309	0.8815852945
57	0.6110611511	0.8799323701
58	0.6133093525	0.8776127491
59	0.615607514	0.8752021887
60	0.6182054357	0.8731779855
61	0.6201039169	0.8712148748
62	0.6210031974	0.870128088
63	0.621852518	0.8680085651
64	0.6249000799	0.8662958854
65	0.6266986411	0.8636660494
66	0.6290467626	0.8620296189
67	0.629746203	0.8594734
68	0.6308952838	0.8583414221
