iter	Accuracy	MultiClass
0	0.4914068745	1.080033083
1	0.4971522782	1.065630937
2	0.5024480416	1.052790903
3	0.5047961631	1.04247425
4	0.5079436451	1.033727934
5	0.5127398082	1.024884422
6	0.5135891287	1.017670353
7	0.5165367706	1.011073354
8	0.5182354117	1.005565446
9	0.5202338129	0.9997717641
10	0.5232813749	0.9957277242
11	0.5243305356	0.9923462757
12	0.526528777	0.9885210489
13	0.5295763389	0.9848153404
14	0.5319744205	0.9803522932
15	0.534372502	0.9769741973
16	0.5353217426	0.9747011039
17	0.5383193445	0.9707549249
18	0.5404176659	0.9680253625
19	0.5415167866	0.9656066437
20	0.5432154277	0.9623221774
21	0.5448641087	0.9596736254
22	0.5467126299	0.9573156517
23	0.5472122302	0.9546012215
24	0.5504596323	0.9522180512
25	0.5524080735	0.9499614629
26	0.5543565148	0.9476407206
27	0.5553557154	0.944412431
28	0.5580535572	0.9424556694
29	0.5606514788	0.9393096004
30	0.5620503597	0.9373542849
31	0.5628996803	0.9346399238
32	0.5647981615	0.9333513669
33	0.5660471623	0.9309530881
34	0.5672961631	0.9292756009
35	0.5685451639	0.92805177
36	0.5704936051	0.9255170769
37	0.5722921663	0.9227219988
38	0.5746402878	0.9204625166
39	0.574940048	0.918437992
40	0.5769384492	0.9164356636
41	0.5777378098	0.9149182404
42	0.579736211	0.912990502
43	0.5810351719	0.9114858189
44	0.5824840128	0.9099525109
45	0.5839328537	0.9074207544
46	0.5853317346	0.9055591986
47	0.5866806555	0.9042804857
48	0.5881794564	0.9024849713
49	0.589028777	0.9003191652
50	0.592226219	0.8982921538
51	0.5951738609	0.8957119963
52	0.5957234213	0.8938684105
53	0.5974220624	0.8915171325
54	0.5976219025	0.8903035314
55	0.6004696243	0.8883743032
56	0.6024180655	0.8868222537
57	0.6024180655	0.8852660932
58	0.6052657874	0.8836906556
59	0.6067146283	0.8820991892
60	0.6082134293	0.8806584673
61	0.6092126299	0.8791775353
62	0.6120103917	0.8767523199
63	0.6147082334	0.8746363209
64	0.6160571543	0.8723632149
65	0.6162070344	0.8709007136
66	0.6167066347	0.8693356604
67	0.618754996	0.8673121517
68	0.6194044764	0.8657370212
69	0.6220023981	0.8636300714
70	0.6228017586	0.8623361184
71	0.6239008793	0.8608751246
72	0.6258493205	0.8593438125
73	0.6262490008	0.8579118289
74	0.6278976819	0.8558544231
75	0.6291466827	0.853717806
76	0.6310951239	0.8519611318
77	0.6329936051	0.8498477956
78	0.6345923261	0.8480738405
79	0.6362909672	0.8466273787
80	0.6368904876	0.8454258777
81	0.6386890488	0.8438240899
82	0.6402378098	0.8418224004
83	0.6404376499	0.8405429132
84	0.6419364508	0.8389290737
85	0.6436350919	0.8371682786
86	0.6452338129	0.8351713337
87	0.6472322142	0.833531385
88	0.6489308553	0.8322363387
89	0.6507793765	0.830938104
90	0.6525779376	0.8295926337
91	0.6542266187	0.827924919
92	0.6540767386	0.8258547062
93	0.65617506	0.8244158543
94	0.6583733014	0.8227188095
95	0.6603217426	0.8205744193
96	0.6624200639	0.8186377391
97	0.6629196643	0.8169619477
98	0.665567546	0.8141680251
99	0.6668165468	0.8127199858
100	0.6674160671	0.8114521261
101	0.6700639488	0.8094584534
102	0.6711131095	0.8080535895
103	0.6735611511	0.8058487552
104	0.675009992	0.8046432589
105	0.6768585132	0.8026664631
106	0.6784572342	0.8012184242
107	0.6807054357	0.7984472169
108	0.6818545164	0.7965048682
109	0.6836530775	0.7949066807
110	0.6850519584	0.7935333383
111	0.6875	0.7914749074
112	0.6879496403	0.7902433505
