iter	Passed	Remaining
0	6	243814
1	11	232412
2	17	232707
3	25	252929
4	31	255187
5	38	258395
6	45	258876
7	51	259917
8	58	261797
9	66	264880
10	74	270304
11	80	269261
12	87	270634
13	93	267426
14	101	271266
15	108	271372
16	115	271298
17	123	273326
18	131	276149
19	137	275711
20	145	276823
21	154	281224
22	162	282026
23	169	282679
24	177	283928
25	183	281801
26	189	280119
27	195	279609
28	203	279830
29	209	279246
30	217	280580
31	222	278516
32	229	278168
33	236	277507
34	243	278416
35	249	276715
36	256	276980
37	263	276930
38	270	277203
39	276	276695
40	285	278056
41	291	277065
42	297	276820
43	304	276457
44	310	275709
45	316	274874
46	322	274159
47	328	273417
48	335	273177
49	341	272990
50	349	273979
51	355	273067
52	362	273302
53	368	272749
54	375	272945
55	382	273143
56	390	273359
57	400	275988
58	408	276269
59	414	276214
60	421	275710
61	428	275921
62	436	276477
63	442	276236
64	449	276131
65	457	276552
66	465	277715
67	473	278180
68	480	278307
69	487	278327
70	494	278268
71	503	279130
72	509	278709
73	516	278852
74	522	278173
75	528	277864
76	534	277364
77	540	276779
78	549	277772
79	557	278056
80	564	278238
81	572	278487
82	577	277828
83	584	277843
84	591	277635
85	598	277871
86	605	277568
87	611	277528
88	619	277721
89	626	277954
90	633	277850
91	642	278587
92	653	280457
93	662	281419
94	670	281768
95	680	282844
96	690	284110
97	696	283429
98	707	285079
99	715	285441
100	724	286179
