iter	Passed	Remaining
0	47	945420
1	86	868234
2	133	891834
3	175	877661
4	216	867205
5	258	860063
6	299	856076
7	341	852576
8	384	853289
9	426	853449
10	466	848573
11	508	847631
12	550	846782
13	593	847127
14	634	845886
15	676	845463
16	726	853968
17	768	853198
18	810	852846
19	851	850412
20	893	849649
21	935	849801
22	977	849259
23	1020	849120
24	1060	847438
25	1101	846589
26	1154	854266
27	1196	853118
28	1240	854306
29	1282	853535
30	1324	853331
31	1365	852380
32	1407	851639
33	1448	850496
34	1488	849223
35	1529	848277
36	1570	847424
37	1613	847781
38	1653	846425
39	1700	848645
40	1742	848467
41	1783	847680
42	1827	848231
43	1872	849236
44	1913	848621
45	1954	847998
46	1995	847320
47	2037	846726
48	2077	845784
49	2122	846892
50	2166	847359
51	2207	846853
52	2247	845939
53	2288	845281
54	2330	845270
55	2372	844984
56	2415	845097
57	2456	844564
58	2497	844182
59	2539	843948
60	2580	843616
61	2623	843683
62	2664	843340
63	2712	845027
64	2756	845509
65	2797	845062
66	2839	844906
67	2879	844117
68	2921	844033
69	2965	844235
70	3006	843919
71	3049	843926
72	3089	843400
73	3134	843897
74	3177	844248
75	3219	844072
76	3261	843851
77	3302	843572
78	3345	843697
79	3387	843367
80	3429	843407
81	3469	842702
82	3508	841898
83	3549	841653
84	3590	841242
85	3632	841244
86	3673	840833
87	3721	842143
88	3764	842189
89	3805	841898
90	3849	842223
91	3893	842525
92	3938	842971
93	3978	842554
94	4019	842213
95	4061	842044
96	4102	841779
97	4148	842422
98	4190	842315
99	4231	842069
100	4273	841891
101	4315	841789
102	4356	841560
103	4397	841215
104	4437	840863
105	4478	840608
106	4520	840422
107	4565	840915
108	4606	840689
109	4648	840478
110	4697	841710
111	4743	842270
112	4787	842586
113	4833	843215
114	4880	843932
115	4923	843870
116	4967	844214
117	5009	844034
118	5050	843809
119	5091	843513
120	5133	843354
121	5179	843896
122	5225	844369
123	5513	883698
124	5565	884949
125	5621	886678
126	5672	887632
127	5729	889551
128	5792	892296
129	5845	893444
130	5900	894897
131	5954	896290
132	6007	897336
133	6067	899478
134	6120	900558
135	6172	901593
136	6225	902550
137	6276	903351
138	6326	903907
139	6406	908822
140	6476	912220
141	6587	921173
142	6814	946214
143	6882	949029
144	6938	950091
145	6997	951552
146	7054	952684
147	7107	953370
148	7155	953361
149	7202	953141
150	7244	952310
151	7288	951711
152	7330	950908
153	7373	950271
154	7414	949336
155	7456	948559
156	7500	948009
157	7544	947434
158	7589	947040
159	7630	946132
160	7676	945955
161	7720	945445
162	7769	945545
163	7813	945011
164	7853	944099
165	7895	943418
166	7936	942569
167	7979	941955
168	8020	941117
169	8061	940402
170	8105	939915
171	8146	939159
172	8191	938753
173	8236	938538
174	8282	938255
175	8323	937560
176	8365	936921
177	8410	936555
178	8451	935867
179	8494	935362
180	8536	934749
181	8597	936139
182	8659	937697
183	8726	939815
184	8839	946739
185	8886	946650
186	8936	946832
187	8984	946799
188	9033	946916
189	9083	947097
190	9134	947336
191	9184	947494
192	9234	947675
193	9289	948415
194	9344	949106
195	9400	949812
196	9456	950578
197	9514	951512
198	9563	951608
199	9614	951864
200	9665	952039
201	9716	952297
202	9767	952527
203	9815	952518
204	9873	953402
205	9932	954344
206	9980	954295
207	10027	954140
208	10074	953947
209	10120	953741
210	10168	953666
211	10215	953499
212	10261	953288
213	10314	953619
214	10359	953286
215	10406	953149
216	10452	952919
217	10501	952936
218	10547	952678
219	10593	952472
220	10636	951924
221	10679	951479
222	10725	951185
223	10768	950690
224	10811	950212
225	10854	949728
226	10933	952379
227	10983	952470
228	11027	952057
229	11070	951588
230	11116	951316
231	11160	950920
232	11203	950428
233	11246	949958
234	11291	949710
235	11339	949641
236	11384	949305
237	11429	949015
238	11473	948631
239	11517	948302
240	11563	948058
241	11607	947713
242	11651	947347
243	11696	947064
244	11741	946749
245	11786	946453
246	11830	946119
247	11883	946427
248	11930	946324
249	11976	946125
250	12021	945902
251	12066	945560
252	12111	945314
253	12158	945176
254	12203	944966
255	12249	944727
256	12295	944541
257	12346	944737
258	12391	944448
259	12434	944094
260	12478	943738
261	12523	943453
262	12569	943262
263	12613	942969
264	12659	942774
265	12705	942567
266	12752	942484
267	12798	942338
268	12845	942224
269	12902	942845
270	12994	946017
271	13053	946732
272	13112	947484
273	13172	948329
274	13224	948582
275	13279	948997
276	13337	949650
277	13390	949961
278	13442	950189
279	13494	950390
280	13546	950594
281	13598	950802
282	13649	950985
283	13701	951158
284	13753	951401
285	13805	951586
286	13857	951844
287	13919	952728
288	13974	953130
289	14025	953217
290	14077	953436
291	14129	953645
292	14181	953854
293	14230	953864
294	14283	954092
295	14337	954422
296	14391	954743
297	14443	954926
298	14495	955126
299	14547	955297
300	14601	955579
301	14653	955764
302	14707	956086
303	14761	956358
304	14815	956719
305	14868	956955
306	14914	956746
307	14969	957083
308	15012	956702
309	15056	956319
