iter	Passed	Remaining
0	17	350026
1	34	344013
2	52	346914
3	68	344427
4	85	342594
5	103	345185
6	120	343276
7	137	344724
8	155	345060
9	172	344532
10	188	343017
11	205	341898
12	222	342259
13	239	341496
14	256	341626
15	273	341252
16	290	341529
17	307	341073
18	324	341279
19	341	341264
20	359	342324
21	377	342583
22	394	343011
23	412	343519
24	429	343394
25	447	343999
26	465	344538
27	482	344143
28	500	344663
29	517	344555
30	534	344303
31	553	345159
32	571	345525
33	588	345411
34	605	345457
35	622	345257
36	639	344965
37	657	345327
38	674	345110
39	691	345093
40	708	344895
41	726	345302
42	743	345100
43	760	345011
44	780	346325
45	872	378463
46	893	379168
47	922	383646
48	977	398118
49	1003	400249
50	1020	399073
51	1036	397515
52	1052	396266
53	1070	395588
54	1087	394431
55	1104	393218
56	1121	392376
57	1138	391452
58	1155	390701
59	1174	390220
60	1190	389152
61	1215	390776
62	1235	391096
63	1253	390414
64	1270	389772
65	1287	388931
66	1304	388054
67	1322	387652
68	1342	387872
69	1365	388764
70	1387	389421
71	1407	389584
72	1429	390164
73	1451	390853
74	1468	390245
75	1485	389460
76	1502	388696
77	1519	388174
78	1536	387451
79	1553	386774
80	1571	386426
81	1588	385932
82	1605	385284
83	1622	384637
84	1639	384216
85	1658	383956
86	1675	383463
87	1692	383028
88	1709	382492
89	1727	382165
90	1745	381861
91	1762	381467
92	1780	381196
93	1798	380907
94	1815	380437
95	1832	379942
96	1850	379645
97	1915	388910
98	2003	402655
99	2024	402897
100	2048	403575
101	2068	403492
102	2084	402690
103	2102	402206
104	2119	401560
105	2135	400871
106	2152	400177
107	2171	399953
108	2188	399321
109	2205	398799
110	2222	398253
111	2239	397638
112	2255	397035
113	2274	396760
114	2291	396279
115	2308	395668
116	2326	395310
117	2343	394835
118	2360	394381
119	2379	394237
120	2397	393822
121	2414	393367
122	2432	393036
123	2449	392669
124	2471	393021
125	2494	393417
126	2516	393759
127	2538	394087
128	2554	393553
129	2572	393180
130	2590	392959
131	2607	392539
132	2624	392067
133	2641	391560
134	2658	391136
135	2675	390809
136	2693	390475
137	2710	390161
138	2727	389740
139	2744	389275
140	2761	388958
141	2780	388799
142	2796	388383
143	2814	388134
144	2831	387754
145	2848	387415
146	2865	387057
147	2884	386850
148	2901	386563
149	2918	386260
150	2936	385996
151	2954	385752
152	2972	385573
153	2994	385946
154	3084	394963
155	3105	395013
156	3156	398896
157	3174	398713
158	3191	398307
159	3209	398022
160	3228	397801
161	3245	397388
162	3261	396916
163	3279	396709
164	3297	396445
165	3315	396105
166	3333	395899
167	3351	395598
168	3370	395467
169	3390	395447
170	3408	395240
171	3427	395130
172	3445	394843
173	3461	394417
174	3480	394264
175	3497	393998
176	3515	393718
177	3532	393397
178	3551	393234
179	3573	393441
180	3594	393578
181	3615	393710
182	3633	393426
183	3650	393175
184	3667	392803
185	3684	392546
186	3702	392312
187	3719	391981
188	3740	392042
189	3763	392362
190	3781	392198
191	3800	392041
192	3816	391684
193	3834	391496
194	3852	391298
195	3873	391358
196	3894	391451
197	3911	391184
198	3929	390946
199	3945	390612
200	3962	390349
201	3980	390107
202	3998	389894
203	4015	389629
204	4033	389491
205	4051	389322
206	4069	389109
207	4146	394534
208	4220	399641
209	4241	399728
210	4261	399664
211	4297	401093
212	4329	402167
213	4348	402019
214	4365	401752
215	4383	401477
216	4400	401134
217	4417	400863
218	4433	400483
219	4451	400206
220	4468	399954
221	4485	399622
222	4503	399417
223	4521	399151
224	4538	398901
225	4555	398624
226	4573	398377
227	4591	398129
228	4609	397945
229	4625	397611
230	4643	397381
231	4660	397092
232	4680	397091
233	4703	397301
234	4725	397476
235	4745	397453
236	4763	397252
237	4781	397045
238	4800	396878
239	4818	396735
240	4835	396484
241	4853	396223
242	4870	396026
243	4888	395832
244	4906	395591
245	4924	395416
246	4941	395164
247	4957	394838
248	4975	394648
249	4993	394506
250	5011	394338
251	5029	394172
252	5049	394103
253	5066	393859
254	5083	393620
255	5101	393443
256	5119	393264
257	5135	392988
258	5152	392750
259	5169	392471
260	5187	392299
261	5205	392177
262	5291	397123
263	5312	397172
264	5361	399267
265	5380	399165
266	5399	399044
267	5415	398742
268	5431	398427
269	5449	398253
270	5466	397947
271	5483	397700
272	5501	397537
273	5519	397371
274	5536	397131
275	5553	396899
276	5571	396667
277	5588	396468
278	5606	396267
279	5623	396053
280	5640	395819
281	5657	395557
282	5674	395383
283	5692	395177
284	5709	394967
285	5726	394702
286	5742	394454
287	5763	394450
288	5786	394654
289	5809	394813
290	5829	394792
291	5846	394615
292	5863	394361
293	5880	394175
294	5898	394020
295	5916	393845
296	5934	393690
297	5951	393497
298	5969	393306
299	5987	393153
300	6005	393034
301	6022	392829
302	6040	392645
303	6059	392566
304	6076	392359
305	6093	392166
306	6111	392056
307	6129	391881
308	6146	391680
309	6163	391510
310	6181	391311
311	6198	391133
312	6215	390939
313	6233	390793
314	6250	390601
315	6267	390425
316	6285	390298
317	6349	392981
318	6433	396922
319	6460	397323
320	6489	397820
321	6508	397753
322	6524	397493
323	6542	397295
324	6559	397079
325	6578	397037
326	6595	396818
327	6612	396600
328	6630	396420
329	6647	396219
330	6664	396020
331	6682	395885
332	6699	395672
333	6716	395496
334	6734	395343
335	6751	395144
336	6769	394991
337	6788	394889
338	6804	394668
339	6822	394482
340	6840	394362
341	6857	394172
342	6876	394094
343	6901	394342
344	6923	394446
345	6945	394521
346	6964	394449
347	6982	394292
348	7000	394181
349	7016	393953
350	7033	393756
351	7051	393591
352	7068	393436
353	7086	393302
354	7104	393140
355	7120	392919
356	7138	392789
357	7156	392651
358	7174	392502
359	7191	392359
360	7210	392262
361	7228	392129
362	7245	391929
363	7262	391798
364	7280	391677
365	7298	391545
366	7316	391395
367	7334	391271
368	7351	391128
369	7370	391029
370	7388	390888
371	7405	390731
372	7425	390730
373	7565	397030
374	7586	397043
375	7610	397197
376	7628	397073
377	7645	396865
378	7662	396696
379	7680	396578
380	7698	396414
381	7715	396247
382	7732	396058
383	7748	395825
384	7765	395637
385	7783	395508
386	7800	395345
387	7818	395209
388	7835	395027
389	7852	394864
