iter	Passed	Remaining
0	6	279046
1	13	279738
2	22	305235
3	29	294404
4	37	301072
5	45	300221
6	51	293544
7	57	289077
8	64	288294
9	72	289619
10	78	284554
11	89	298261
12	106	326643
13	132	377559
14	144	386156
15	153	382621
16	161	379902
17	171	380003
18	179	377054
19	187	373900
20	193	367709
21	200	364068
22	208	362881
23	217	362106
24	223	357500
25	231	355842
26	237	351581
27	244	348679
28	251	347186
29	257	342690
30	263	339416
31	270	337598
32	276	334592
33	282	332270
34	289	330079
35	295	328256
36	302	326559
37	309	325686
38	315	323440
39	324	323738
40	331	323159
41	338	321738
42	345	321017
43	374	339731
44	389	345966
45	396	343980
46	402	342140
47	408	340287
48	418	341179
49	425	340182
50	432	338930
51	440	338595
52	446	336272
53	453	335656
54	461	335380
55	469	334839
56	475	333538
57	482	332244
58	491	332441
59	502	334456
60	510	333919
61	519	334324
62	526	333642
63	534	333411
64	541	332854
65	548	331777
66	554	330595
67	561	329635
68	568	328844
69	574	327915
70	581	327044
71	587	325610
72	595	325580
73	601	324310
74	608	323671
75	615	323210
76	623	323291
77	629	321973
78	636	321493
79	642	320592
80	650	320605
81	657	319995
82	663	319296
83	669	318258
84	675	317274
85	680	316056
86	688	315662
87	694	314910
88	702	314854
89	708	314189
90	717	314555
91	724	314196
92	731	314012
93	738	313339
94	746	313385
95	754	313481
96	760	313021
97	768	312704
98	776	312762
99	782	312112
100	789	311893
