iter	RMSE
0	0.9720572436
1	0.9671960038
2	0.9630328431
3	0.9269667984
4	0.9226063378
5	0.9203111942
6	0.9140420624
7	0.9124365745
8	0.9085597993
9	0.90702702
10	0.8976356638
11	0.8926281356
12	0.8906505703
13	0.888101282
14	0.8837471121
15	0.8824662219
16	0.8803016995
17	0.8772910365
18	0.8755195013
19	0.8729533883
20	0.8709394176
21	0.8693039908
22	0.8662271568
23	0.8653740702
24	0.8635786046
25	0.8622200055
26	0.8604832962
27	0.8583284005
28	0.8568136373
29	0.8553950856
30	0.8536164946
31	0.8513927636
32	0.8499052266
33	0.8482181976
34	0.8461201696
35	0.8450042495
36	0.842372144
37	0.8412432498
38	0.8384004913
39	0.8371087828
40	0.8358093049
41	0.8332975636
42	0.8318532786
43	0.8296795698
44	0.8274279541
45	0.8256665248
46	0.8243082888
47	0.8227040472
48	0.8214278345
49	0.8199843829
50	0.8141096162
51	0.8126766222
52	0.811421456
53	0.8100913322
54	0.8086250707
55	0.805842226
56	0.804650582
57	0.8034009501
58	0.8018304186
59	0.7997904044
60	0.7980392965
61	0.7974341599
62	0.7946430921
63	0.7939277772
64	0.791785205
65	0.7906019975
66	0.789564517
67	0.7884818149
68	0.7874869768
69	0.7865519048
70	0.7857766245
71	0.7843195697
72	0.7832957955
73	0.7815357633
74	0.780703113
75	0.7795201836
76	0.7784772401
77	0.7776033177
78	0.7769294165
79	0.7759010481
80	0.7746027506
81	0.7730700918
82	0.7712131918
83	0.7702314178
84	0.769525554
85	0.7689390278
86	0.7684149851
87	0.7673418724
88	0.7655086268
89	0.7649026502
90	0.7641906391
91	0.7632779914
92	0.7624078548
93	0.7617795649
94	0.7593385472
95	0.7583032369
96	0.7572020752
97	0.7560330423
98	0.7542538341
99	0.7531324308
100	0.7521082851
