iter	Passed	Remaining
0	29	590049
1	58	589688
2	156	1041883
3	190	953109
4	218	875508
5	248	827085
6	277	792402
7	306	765076
8	335	745665
9	367	734454
10	397	721653
11	427	711506
12	457	703912
13	488	697983
14	519	692002
15	550	687115
16	582	684954
17	618	687138
18	652	686012
19	683	683216
20	713	679178
21	743	675083
22	774	672757
23	804	669609
24	833	666157
25	864	663809
26	895	662766
27	925	660001
28	955	658092
29	987	657406
30	1016	654694
31	1046	652791
32	1076	651153
33	1107	650089
34	1136	648191
35	1195	662973
36	1262	681192
37	1303	684802
38	1335	683554
39	1370	683740
40	1404	683535
41	1436	682653
42	1468	681657
43	1498	679762
44	1528	677633
45	1559	676316
46	1590	675028
47	1620	673668
48	1658	675347
49	1696	676976
50	1726	675386
51	1757	674171
52	1787	672885
53	1817	671220
54	1847	669904
55	1878	669109
56	1908	667878
57	1938	666630
58	1968	665386
59	2000	664733
60	2030	663680
61	2062	663172
62	2091	662003
63	2121	660968
64	2152	660089
65	2183	659612
66	2239	666155
67	2273	666367
68	2304	665549
69	2333	664364
70	2364	663589
71	2395	662940
72	2424	661771
73	2453	660673
74	2483	659797
75	2514	659155
76	2543	658147
77	2574	657450
78	2605	656898
79	2634	656056
80	2665	655496
81	2703	656687
82	2734	656085
83	2764	655506
84	2794	654698
85	2824	654061
86	2854	653319
87	2885	652828
88	2915	652359
89	2946	651921
90	2977	651321
91	3008	650924
92	3036	650031
93	3066	649392
94	3097	648976
95	3128	648593
96	3157	647806
97	3186	647054
98	3217	646691
99	3275	651898
100	3313	652732
101	3343	652315
102	3374	651815
103	3405	651573
104	3435	651010
105	3466	650607
106	3498	650339
107	3528	649881
108	3557	649214
109	3588	648862
110	3619	648468
111	3649	648070
112	3679	647585
113	3711	647432
114	3748	648094
115	3778	647658
116	3808	647226
117	3839	646886
118	3878	647941
119	3911	647936
120	3940	647333
121	3970	646900
122	4003	647036
123	4033	646553
124	4064	646271
125	4093	645717
126	4123	645271
127	4155	645100
128	4186	644851
129	4217	644611
130	4247	644251
131	4278	643984
132	4345	649116
133	4375	648615
134	4405	648221
135	4434	647716
136	4464	647320
137	4494	646816
138	4524	646492
139	4553	645990
140	4584	645745
141	4616	645536
142	4646	645212
143	4676	644862
144	4707	644567
145	4737	644246
146	4772	644595
147	4830	647904
148	4870	648920
149	4900	648539
150	4931	648294
151	4961	647819
152	4991	647450
153	5022	647277
154	5052	646871
155	5082	646562
156	5113	646260
157	5144	646075
158	5175	645849
159	5216	646863
160	5263	648582
161	5293	648185
162	5364	652906
163	5427	656466
164	5455	655849
165	5484	655335
166	5513	654828
167	5543	654413
168	5573	653978
169	5604	653766
170	5635	653430
171	5665	653132
172	5696	652824
173	5726	652508
174	5758	652306
175	5787	651888
176	5818	651668
177	5855	652061
178	5891	652373
179	5922	652102
180	5953	651917
181	5984	651685
182	6013	651246
183	6044	650981
184	6073	650528
185	6104	650247
186	6135	650112
187	6166	649860
188	6195	649430
189	6225	649138
190	6257	648941
191	6288	648796
192	6318	648479
193	6349	648266
194	6380	647990
195	6439	650674
196	6476	650998
197	6504	650553
198	6535	650304
199	6565	649985
200	6596	649765
201	6628	649659
202	6659	649461
203	6689	649131
204	6719	648878
205	6749	648569
206	6780	648387
207	6812	648229
208	6848	648488
209	6882	648616
210	6921	649152
211	6952	648971
212	6982	648626
213	7013	648451
214	7044	648230
215	7073	647913
216	7103	647628
217	7135	647472
218	7165	647183
219	7196	646991
220	7225	646702
221	7254	646328
222	7284	645997
223	7313	645682
224	7345	645577
225	7376	645381
226	7407	645221
227	7439	645140
228	7506	648087
229	7538	647976
230	7569	647819
231	7599	647538
232	7629	647292
233	7661	647136
234	7690	646782
235	7719	646489
236	7751	646348
237	7782	646180
238	7811	645884
239	7841	645646
240	7874	645632
241	7904	645336
242	7940	645590
243	7974	645671
244	8004	645440
245	8035	645282
246	8066	645062
247	8095	644794
248	8125	644539
249	8157	644429
250	8186	644094
251	8216	643896
252	8247	643699
253	8277	643498
254	8308	643355
255	8340	643247
256	8370	643058
257	8401	642839
258	8431	642681
259	8462	642520
260	8520	644388
261	8557	644652
262	8586	644382
263	8616	644137
264	8647	643969
265	8676	643706
266	8706	643472
267	8736	643260
268	8768	643136
269	8797	642904
270	8827	642660
271	8859	642593
272	8889	642362
273	8919	642118
274	8949	641908
275	8986	642194
276	9044	643985
277	9083	644400
278	9113	644165
279	9143	643937
280	9174	643806
281	9204	643620
282	9234	643388
283	9264	643189
284	9295	643002
285	9325	642788
286	9355	642596
287	9387	642525
288	9417	642300
289	9446	642062
290	9479	642047
291	9508	641785
292	9604	646017
293	9647	646638
294	9685	646956
295	9714	646677
296	9744	646422
297	9774	646262
298	9805	646074
299	9835	645884
300	9867	645770
301	9897	645595
302	9928	645420
303	9959	645244
304	9990	645152
305	10021	644995
306	10053	644925
307	10090	645142
308	10122	645047
309	10152	644849
310	10184	644736
311	10213	644513
312	10243	644273
313	10273	644058
314	10303	643910
315	10332	643650
316	10364	643521
317	10397	643507
318	10426	643295
319	10456	643062
320	10487	642945
321	10517	642753
322	10547	642547
323	10578	642429
324	10610	642348
325	10678	644423
326	10709	644317
327	10740	644166
328	10772	644120
329	10828	645462
330	10860	645344
331	10890	645184
332	10921	645011
333	10951	644808
334	10983	644732
335	11013	644576
336	11044	644413
337	11075	644281
338	11114	644604
339	11145	644471
340	11175	644273
341	11207	644190
342	11237	643991
343	11270	643970
344	11301	643847
345	11332	643743
346	11363	643585
347	11395	643510
348	11426	643413
349	11458	643328
350	11489	643171
351	11520	643047
352	11552	642953
353	11581	642762
354	11613	642670
355	11644	642566
356	11707	644175
357	11742	644238
358	11771	644010
359	11803	643932
360	11834	643807
361	11865	643662
362	11895	643518
363	11927	643434
364	11958	643293
365	11989	643179
366	12020	643048
367	12050	642847
