iter	Accuracy	MultiClass
0	0.4932553957	1.07962331
1	0.506195044	1.063609128
2	0.5121402878	1.050581979
3	0.5168864908	1.038894577
4	0.5154876099	1.030163604
5	0.5195843325	1.021219244
6	0.5185851319	1.014469533
7	0.5221322942	1.007940336
8	0.5258293365	1.001493979
9	0.5276778577	0.9964214027
10	0.53127498	0.9911482435
11	0.5321243006	0.9880939349
12	0.5333733014	0.9838115812
13	0.5389688249	0.9790886224
14	0.5403677058	0.9757329142
15	0.5420163869	0.9723615057
16	0.545313749	0.9681038475
17	0.5480615508	0.964423155
18	0.5506095124	0.9614020577
19	0.5537070344	0.9575871839
20	0.5537569944	0.9554440581
21	0.556304956	0.9522475844
22	0.5579536371	0.9490619864
23	0.5616007194	0.9464273676
24	0.5641486811	0.9440352598
25	0.5647482014	0.9416269168
26	0.5663469225	0.9397135418
27	0.5688449241	0.9372222558
28	0.5715927258	0.9347890352
29	0.5720423661	0.9323833661
30	0.5740907274	0.9308842589
31	0.5760391687	0.9290223047
32	0.57818745	0.9263301334
33	0.5799360512	0.9244286376
34	0.5826338929	0.9224165373
35	0.5824840128	0.9205559597
36	0.5861810552	0.9177086272
37	0.589028777	0.9155810436
38	0.5899280576	0.9133600715
39	0.5910771383	0.9115873802
40	0.592176259	0.9101357367
41	0.5932753797	0.9087794904
42	0.5958233413	0.9063752374
43	0.5963729017	0.9041991296
44	0.5985711431	0.9020217241
45	0.6004696243	0.8996224196
46	0.6013189448	0.8983868442
47	0.6032673861	0.8960203191
48	0.6057653877	0.894118117
49	0.6065147882	0.8923409408
50	0.6082134293	0.8902506436
51	0.6097621902	0.8887409018
52	0.6119104716	0.8861566348
53	0.6135591527	0.8838726629
54	0.6138589129	0.882216179
55	0.6158573141	0.8800498399
56	0.6167565947	0.8778711921
57	0.6177557954	0.8761107606
58	0.6195043965	0.8744467154
59	0.6201039169	0.8728933825
60	0.6227517986	0.8711460922
61	0.6242505995	0.8697914118
62	0.6248001599	0.8686022916
63	0.6267486011	0.8672702243
64	0.6294464428	0.8650171977
65	0.631294964	0.8632409978
66	0.6332434053	0.8613484998
67	0.6330935252	0.8600124004
68	0.6336930456	0.8583169104
69	0.6356414868	0.8571105888
70	0.6378397282	0.855012448
71	0.6394884093	0.8532966577
72	0.64058753	0.8515383385
73	0.6424860112	0.8496897202
74	0.6434852118	0.8486780551
75	0.6446842526	0.847378511
76	0.6459832134	0.8456382719
77	0.6469824141	0.8435851519
78	0.648381295	0.8419862427
79	0.6490807354	0.8410927197
80	0.6509292566	0.8397461422
81	0.6517286171	0.8376990291
82	0.6535771383	0.8360646438
83	0.6553257394	0.8342654208
84	0.6561250999	0.8334344471
85	0.6579236611	0.8310707428
86	0.659422462	0.8295269596
87	0.6605215827	0.8279195288
88	0.660921263	0.8267292121
89	0.6623201439	0.8253230937
90	0.6645183853	0.8234650955
91	0.6660171863	0.8216777412
92	0.6667665867	0.8204509865
93	0.6679156675	0.8190652283
94	0.6697641886	0.817249423
95	0.6717625899	0.8151409
96	0.6732114309	0.813668218
97	0.6744104716	0.8116334338
98	0.6755095923	0.810563936
99	0.6774580336	0.8091344266
100	0.6790567546	0.80714888
101	0.681205036	0.8054616385
102	0.6814048761	0.8044711014
103	0.6824540368	0.8027612144
104	0.6839028777	0.8015081733
105	0.6850019984	0.8001513178
106	0.6866506795	0.7975487148
107	0.6876498801	0.7959295903
108	0.6878497202	0.7945042044
109	0.6895483613	0.792306861
110	0.6916466827	0.7906596523
111	0.6932953637	0.7891424786
112	0.6933453237	0.7874820924
113	0.6949940048	0.786510223
114	0.6967426059	0.7843777873
115	0.6994404476	0.7822456795
116	0.700039968	0.7811081032
117	0.7024380496	0.7786937441
118	0.7032873701	0.7768255529
119	0.7049860112	0.77485859
120	0.7057354117	0.7735295306
121	0.7065347722	0.7720249232
122	0.7091826539	0.7700599479
123	0.7103317346	0.7680674567
124	0.7108313349	0.7672471916
125	0.7117805755	0.7655783155
126	0.7137290168	0.7641123428
127	0.7142785771	0.7629557827
128	0.7167765787	0.7610545681
129	0.7178756994	0.7599242078
130	0.7189248601	0.7589749065
131	0.7198241407	0.7578646843
132	0.7226718625	0.7554505254
133	0.723421263	0.7541440464
134	0.7251698641	0.7530300281
135	0.7257194245	0.7515318472
136	0.7279176659	0.7494797382
137	0.7294164668	0.7478093283
138	0.7303657074	0.7462214277
139	0.731314948	0.7451922607
140	0.7339628297	0.7433229761
141	0.7352617906	0.7421953792
142	0.7352617906	0.7411375737
143	0.7366107114	0.7398598905
144	0.7371103118	0.7385222504
145	0.7380095923	0.7374137368
146	0.7388089528	0.735639075
147	0.7409572342	0.7342243862
148	0.7429056755	0.7329504858
149	0.7436051159	0.7313413096
150	0.7454036771	0.7299369284
151	0.7476518785	0.7280303961
152	0.7479516387	0.7263780005
153	0.7489508393	0.7251668031
154	0.75004996	0.72353326
155	0.7505995204	0.7222236023
156	0.7522482014	0.720382992
157	0.7534972022	0.7193692719
158	0.7538469225	0.7184274449
159	0.754696243	0.7173435189
160	0.7559452438	0.7162473337
161	0.7578936851	0.7149245022
162	0.757843725	0.713554649
163	0.7602917666	0.7115497072
164	0.7612909672	0.7095403035
165	0.7635891287	0.7079570243
